Código Variável	Nome Variável
3447	Percentual de escolares frequentando o 9º ano do ensino fundamental que vomitaram e/ou ingeriram laxantes para perder peso ou evitar ganhar peso, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 8
3448	Percentual de escolares frequentando o 9º ano do ensino fundamental que ingeriram medicamentos, fórmulas ou outro produto para perder ou manter o peso, sem acompanhamento médico (%) - casas decimais:  padrão = 1, máximo = 8
3449	Percentual de escolares frequentando o 9º ano do ensino fundamental que ingeriram medicamentos, fórmulas ou outro produto para perder ou manter o peso, sem acompanhamento médico, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 8
3450	Percentual de escolares frequentando o 9º ano do ensino fundamental que ingeriram medicamentos, fórmulas ou outro produto para perder ou manter o peso, sem acompanhamento médico, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 8
3451	Percentual de escolares frequentando o 9º ano do ensino fundamental que ingeriram medicamentos, fórmulas ou outro produto para ganhar peso ou massa muscular, sem acompanhamento médico (%) - casas decimais:  padrão = 1, máximo = 8
3452	Percentual de escolares frequentando o 9º ano do ensino fundamental que ingeriram medicamentos, fórmulas ou outro produto para ganhar peso ou massa muscular, sem acompanhamento médico, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 8
3453	Percentual de escolares frequentando o 9º ano do ensino fundamental que ingeriram medicamentos, fórmulas ou outro produto para ganhar peso ou massa muscular, sem acompanhamento médico, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 8
3457	Percentual de escolares frequentando o 9º ano do ensino fundamental que se sentiram sozinhos na maioria das vezes ou sempre, nos 12 meses anteriores à pesquisa (%) - casas decimais:  padrão = 1, máximo = 8
3458	Percentual de escolares frequentando o 9º ano do ensino fundamental que se sentiram sozinhos na maioria das vezes ou sempre, nos 12 meses anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 8
3459	Percentual de escolares frequentando o 9º ano do ensino fundamental que se sentiram sozinhos na maioria das vezes ou sempre, nos 12 meses anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 8
3460	Percentual de escolares frequentando o 9º ano do ensino fundamental que perderam o sono devido a preocupações na maioria das vezes ou sempre, nos 12 meses anteriores à pesquisa (%) - casas decimais:  padrão = 1, máximo = 8
3461	Percentual de escolares frequentando o 9º ano do ensino fundamental que perderam o sono devido a preocupações na maioria das vezes ou sempre, nos 12 meses anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 8
3462	Percentual de escolares frequentando o 9º ano do ensino fundamental que perderam o sono devido a preocupações na maioria das vezes ou sempre, nos 12 meses anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 8
3463	Percentual de escolares frequentando o 9º ano do ensino fundamental que não têm amigos próximos (%) - casas decimais:  padrão = 1, máximo = 8
3464	Percentual de escolares frequentando o 9º ano do ensino fundamental que não têm amigos próximos, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 8
3465	Percentual de escolares frequentando o 9º ano do ensino fundamental que não têm amigos próximos, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 8
3466	Percentual de escolares frequentando o 9º ano do ensino fundamental que procuraram algum serviço ou profissional de saúde para atendimento relacionado à própria saúde, nos 12 meses anteriores à pesquisa (%) - casas decimais:  padrão = 1, máximo = 8
3467	Percentual de escolares frequentando o 9º ano do ensino fundamental que procuraram algum serviço ou profissional de saúde para atendimento relacionado à própria saúde, nos 12 meses anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 8
3468	Percentual de escolares frequentando o 9º ano do ensino fundamental que procuraram algum serviço ou profissional de saúde para atendimento relacionado à própria saúde, nos 12 meses anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 8
3469	Percentual de escolares frequentando o 9º ano do ensino fundamental que tiveram chiado ou piado no peito, nos 12 meses anteriores à pesquisa (%) - casas decimais:  padrão = 1, máximo = 8
3470	Percentual de escolares frequentando o 9º ano do ensino fundamental que tiveram chiado ou piado no peito, nos 12 meses anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 8
3471	Percentual de escolares frequentando o 9º ano do ensino fundamental que tiveram chiado ou piado no peito, nos 12 meses anteriores à pesquisa, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 8
3472	Percentual de escolares frequentando o 9º ano do ensino fundamental que tiveram episódio de asma alguma vez na vida (%) - casas decimais:  padrão = 1, máximo = 8
3473	Percentual de escolares frequentando o 9º ano do ensino fundamental que tiveram episódio de asma alguma vez na vida, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 8
3474	Percentual de escolares frequentando o 9º ano do ensino fundamental que tiveram episódio de asma alguma vez na vida, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 8
3475	Percentual de escolares frequentando o 9º ano do ensino fundamental que fizeram 300 minutos ou mais de atividade física, nos últimos 7 dias (%) - casas decimais:  padrão = 1, máximo = 8
3476	Percentual de escolares frequentando o 9º ano do ensino fundamental que fizeram 300 minutos ou mais de atividade física, nos últimos 7 dias, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 8
3477	Percentual de escolares frequentando o 9º ano do ensino fundamental que fizeram 300 minutos ou mais de atividade física, nos últimos 7 dias, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 8
3478	Coeficiente de variação - Pessoas de 5 anos ou mais de idade (%) - casas decimais:  padrão = 1, máximo = 1
3593	Número médio de anos de estudo das pessoas de 15 anos ou mais de idade (%) - casas decimais:  padrão = 1, máximo = 1
3594	Coeficiente de variação - Número médio de anos de estudo das pessoas de 15 anos ou mais de idade (%) - casas decimais:  padrão = 1, máximo = 1
3613	Razão de dependência da população (%) - casas decimais:  padrão = 1, máximo = 1
3614	Distribuição percentual dos domicílios particulares permanentes urbanos (%) - casas decimais:  padrão = 1, máximo = 1
3615	Domicílios particulares permanentes urbanos (Mil unidades) - casas decimais:  padrão = 0, máximo = 3
3616	Percentual de domicílios com rendimento mensal domiciliar per capita de até 1/2 salário mínimo, exclusive o rendimento das pessoas cuja condição no domicílio era pensionista, empregado doméstico ou parente do empregado doméstico (%) - casas decimais:  padrão = 1, máximo = 1
3617	Razão de sexo (homens / mulheres) do rendimento médio mensal da população, exclusive as informações das pessoas sem declaração de rendimento (Razão) - casas decimais:  padrão = 2, máximo = 2
3618	Razão de cor ou raça (branca / preta ou parda) do rendimento médio mensal da população, exclusive as informações das pessoas sem declaração de rendimento (Razão) - casas decimais:  padrão = 2, máximo = 2
3619	Pessoas de 10 a 17 anos de idade (Pessoas) - casas decimais:  padrão = 0, máximo = 8
3620	Pessoas de 10 a 17 anos de idade, ocupadas na semana de referência (Pessoas) - casas decimais:  padrão = 0, máximo = 8
3621	Pessoas de 10 a 17 anos de idade, não ocupadas na semana de referência (Pessoas) - casas decimais:  padrão = 0, máximo = 8
3622	Pessoas de 10 a 17 anos de idade que não frequentavam escola (Pessoas) - casas decimais:  padrão = 0, máximo = 8
3623	Nível da ocupação, na semana de referência, das pessoas de 10 a 17 anos de idade (%) - casas decimais:  padrão = 1, máximo = 8
3624	Taxa de analfabetismo das pessoas de 10 a 17 anos de idade (%) - casas decimais:  padrão = 1, máximo = 8
3625	Percentual de pessoas que não frequentavam escola na população de 10 a 17 anos de idade (%) - casas decimais:  padrão = 1, máximo = 8
3626	Escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir biblioteca (Pessoas) - casas decimais:  padrão = 0, máximo = 8
3627	Escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir biblioteca, considerando um intervalo de confiança de 95% - limite inferior (Pessoas) - casas decimais:  padrão = 0, máximo = 8
3628	Escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir biblioteca, considerando um intervalo de confiança de 95% - limite superior (Pessoas) - casas decimais:  padrão = 0, máximo = 8
3629	Percentual de escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir biblioteca (%) - casas decimais:  padrão = 1, máximo = 8
3630	Percentual de escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir biblioteca, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 8
3631	Percentual de escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir biblioteca, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 8
3632	Escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir sala ou laboratório de informática para uso dos alunos (Pessoas) - casas decimais:  padrão = 0, máximo = 8
3633	Escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir sala ou laboratório de informática para uso dos alunos, considerando um intervalo de confiança de 95% - limite inferior (Pessoas) - casas decimais:  padrão = 0, máximo = 8
3634	Escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir sala ou laboratório de informática para uso dos alunos, considerando um intervalo de confiança de 95% - limite superior (Pessoas) - casas decimais:  padrão = 0, máximo = 8
3635	Percentual de escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir sala ou laboratório de informática para uso dos alunos (%) - casas decimais:  padrão = 1, máximo = 8
3636	Percentual de escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir sala ou laboratório de informática para uso dos alunos, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 8
3637	Percentual de escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir sala ou laboratório de informática para uso dos alunos, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 8
3638	Escolares frequentando o 9º ano do ensino fundamental em escolas em que os alunos têm acesso direto a computadores (notebooks, PC, palm, tablets) da escola na sala de aula (Pessoas) - casas decimais:  padrão = 0, máximo = 8
3639	Escolares frequentando o 9º ano do ensino fundamental em escolas em que os alunos têm acesso direto a computadores (notebooks, PC, palm, tablets) da escola na sala de aula, considerando um intervalo de confiança de 95% - limite inferior (Pessoas) - casas decimais:  padrão = 0, máximo = 8
3640	Escolares frequentando o 9º ano do ensino fundamental em escolas em que os alunos têm acesso direto a computadores (notebooks, PC, palm, tablets) da escola na sala de aula, considerando um intervalo de confiança de 95% - limite superior (Pessoas) - casas decimais:  padrão = 0, máximo = 8
3641	Percentual de escolares frequentando o 9º ano do ensino fundamental em escolas em que os alunos têm acesso direto a computadores (notebooks, PC, palm, tablets) da escola na sala de aula (%) - casas decimais:  padrão = 1, máximo = 8
3642	Percentual de escolares frequentando o 9º ano do ensino fundamental em escolas em que os alunos têm acesso direto a computadores (notebooks, PC, palm, tablets) da escola na sala de aula, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 8
3643	Percentual de escolares frequentando o 9º ano do ensino fundamental em escolas em que os alunos têm acesso direto a computadores (notebooks, PC, palm, tablets) da escola na sala de aula, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 8
3644	Escolares frequentando o 9º ano do ensino fundamental em escolas em que os alunos têm acesso à internet através de equipamentos da escola (Pessoas) - casas decimais:  padrão = 0, máximo = 8
3645	Escolares frequentando o 9º ano do ensino fundamental em escolas em que os alunos têm acesso à internet através de equipamentos da escola, considerando um intervalo de confiança de 95% - limite inferior (Pessoas) - casas decimais:  padrão = 0, máximo = 8
3646	Escolares frequentando o 9º ano do ensino fundamental em escolas em que os alunos têm acesso à internet através de equipamentos da escola, considerando um intervalo de confiança de 95% - limite superior (Pessoas) - casas decimais:  padrão = 0, máximo = 8
3647	Percentual de escolares frequentando o 9º ano do ensino fundamental em escolas em que os alunos têm acesso à internet através de equipamentos da escola (%) - casas decimais:  padrão = 1, máximo = 8
3648	Percentual de escolares frequentando o 9º ano do ensino fundamental em escolas em que os alunos têm acesso à internet através de equipamentos da escola, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 8
3649	Percentual de escolares frequentando o 9º ano do ensino fundamental em escolas em que os alunos têm acesso à internet através de equipamentos da escola, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 8
3650	Escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir sala para os recursos de mídia/comunicação (Pessoas) - casas decimais:  padrão = 0, máximo = 8
3651	Escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir sala para os recursos de mídia/comunicação, considerando um intervalo de confiança de 95% - limite inferior (Pessoas) - casas decimais:  padrão = 0, máximo = 8
3652	Escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir sala para os recursos de mídia/comunicação, considerando um intervalo de confiança de 95% - limite superior (Pessoas) - casas decimais:  padrão = 0, máximo = 8
3653	Percentual de escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir sala para os recursos de mídia/comunicação (%) - casas decimais:  padrão = 1, máximo = 8
3654	Percentual de escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir sala para os recursos de mídia/comunicação, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 8
3655	Percentual de escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir sala para os recursos de mídia/comunicação, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 8
3656	Escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir cantina (Pessoas) - casas decimais:  padrão = 0, máximo = 8
3657	Escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir cantina, considerando um intervalo de confiança de 95% - limite inferior (Pessoas) - casas decimais:  padrão = 0, máximo = 8
3658	Escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir cantina, considerando um intervalo de confiança de 95% - limite superior (Pessoas) - casas decimais:  padrão = 0, máximo = 8
3659	Percentual de escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir cantina (%) - casas decimais:  padrão = 1, máximo = 8
3660	Percentual de escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir cantina, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 8
3661	Percentual de escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir cantina, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 8
3662	Escolares frequentando o 9º ano do ensino fundamental em escolas que informaram existência de ponto alternativo de venda de produtos alimentícios, dentro ou na entrada da escola (ex.: ambulante/carrocinha) (Pessoas) - casas decimais:  padrão = 0, máximo = 8
3663	Escolares frequentando o 9º ano do ensino fundamental em escolas que informaram existência de ponto alternativo de venda de produtos alimentícios, dentro ou na entrada da escola (ex.: ambulante/carrocinha), considerando um intervalo de confiança de 95% - limite inferior (Pessoas) - casas decimais:  padrão = 0, máximo = 8
3664	Escolares frequentando o 9º ano do ensino fundamental em escolas que informaram existência de ponto alternativo de venda de produtos alimentícios, dentro ou na entrada da escola (ex.: ambulante/carrocinha), considerando um intervalo de confiança de 95% - limite superior (Pessoas) - casas decimais:  padrão = 0, máximo = 8
3665	Percentual de escolares frequentando o 9º ano do ensino fundamental em escolas que informaram existência de ponto alternativo de venda de produtos alimentícios, dentro ou na entrada da escola (ex.: ambulante/carrocinha) (%) - casas decimais:  padrão = 1, máximo = 8
3666	Percentual de escolares frequentando o 9º ano do ensino fundamental em escolas que informaram existência de ponto alternativo de venda de produtos alimentícios, dentro ou na entrada da escola (ex.: ambulante/carrocinha), considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 8
3667	Percentual de escolares frequentando o 9º ano do ensino fundamental em escolas que informaram existência de ponto alternativo de venda de produtos alimentícios, dentro ou na entrada da escola (ex.: ambulante/carrocinha), considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 8
3668	Escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir quadra de esportes (Pessoas) - casas decimais:  padrão = 0, máximo = 8
3669	Escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir quadra de esportes, considerando um intervalo de confiança de 95% - limite inferior (Pessoas) - casas decimais:  padrão = 0, máximo = 8
3670	Escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir quadra de esportes, considerando um intervalo de confiança de 95% - limite superior (Pessoas) - casas decimais:  padrão = 0, máximo = 8
3671	Percentual de escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir quadra de esportes (%) - casas decimais:  padrão = 1, máximo = 8
3672	Percentual de escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir quadra de esportes, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 8
3673	Percentual de escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir quadra de esportes, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 8
3674	Escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir pista para corrida/atletismo (Pessoas) - casas decimais:  padrão = 0, máximo = 8
3675	Escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir pista para corrida/atletismo, considerando um intervalo de confiança de 95% - limite inferior (Pessoas) - casas decimais:  padrão = 0, máximo = 8
3676	Escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir pista para corrida/atletismo, considerando um intervalo de confiança de 95% - limite superior (Pessoas) - casas decimais:  padrão = 0, máximo = 8
3677	Percentual de escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir pista para corrida/atletismo (%) - casas decimais:  padrão = 1, máximo = 8
3678	Percentual de escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir pista para corrida/atletismo, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 8
3679	Percentual de escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir pista para corrida/atletismo, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 8
3680	Escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir pátio para a prática regular de atividade física com instrutor (Pessoas) - casas decimais:  padrão = 0, máximo = 8
3681	Escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir pátio para a prática regular de atividade física com instrutor, considerando um intervalo de confiança de 95% - limite inferior (Pessoas) - casas decimais:  padrão = 0, máximo = 8
3682	Escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir pátio para a prática regular de atividade física com instrutor, considerando um intervalo de confiança de 95% - limite superior (Pessoas) - casas decimais:  padrão = 0, máximo = 8
3683	Percentual de escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir pátio para a prática regular de atividade física com instrutor (%) - casas decimais:  padrão = 1, máximo = 8
3684	Percentual de escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir pátio para a prática regular de atividade física com instrutor, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 8
3685	Percentual de escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir pátio para a prática regular de atividade física com instrutor, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 8
3686	Escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir piscina em condições de uso (Pessoas) - casas decimais:  padrão = 0, máximo = 8
3687	Escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir piscina em condições de uso, considerando um intervalo de confiança de 95% - limite inferior (Pessoas) - casas decimais:  padrão = 0, máximo = 8
3688	Escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir piscina em condições de uso, considerando um intervalo de confiança de 95% - limite superior (Pessoas) - casas decimais:  padrão = 0, máximo = 8
3689	Percentual de escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir piscina em condições de uso (%) - casas decimais:  padrão = 1, máximo = 8
3690	Percentual de escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir piscina em condições de uso, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 8
3691	Percentual de escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir piscina em condições de uso, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 8
3692	Escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir vestiário em condições de uso (Pessoas) - casas decimais:  padrão = 0, máximo = 8
3693	Escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir vestiário em condições de uso, considerando um intervalo de confiança de 95% - limite inferior (Pessoas) - casas decimais:  padrão = 0, máximo = 8
3694	Escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir vestiário em condições de uso, considerando um intervalo de confiança de 95% - limite superior (Pessoas) - casas decimais:  padrão = 0, máximo = 8
3695	Percentual de escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir vestiário em condições de uso (%) - casas decimais:  padrão = 1, máximo = 8
3696	Percentual de escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir vestiário em condições de uso, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 8
3697	Percentual de escolares frequentando o 9º ano do ensino fundamental em escolas que informaram possuir vestiário em condições de uso, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 8
3698	Escolares frequentando o 9º ano do ensino fundamental em escolas que informaram oferecer atividades esportivas para os alunos, fora do horário de aula regular (Pessoas) - casas decimais:  padrão = 0, máximo = 8
3699	Escolares frequentando o 9º ano do ensino fundamental em escolas que informaram oferecer atividades esportivas para os alunos, fora do horário de aula regular, considerando um intervalo de confiança de 95% - limite inferior (Pessoas) - casas decimais:  padrão = 0, máximo = 8
3700	Escolares frequentando o 9º ano do ensino fundamental em escolas que informaram oferecer atividades esportivas para os alunos, fora do horário de aula regular, considerando um intervalo de confiança de 95% - limite superior (Pessoas) - casas decimais:  padrão = 0, máximo = 8
3701	Percentual de escolares frequentando o 9º ano do ensino fundamental em escolas que informaram oferecer atividades esportivas para os alunos, fora do horário de aula regular (%) - casas decimais:  padrão = 1, máximo = 8
3702	Percentual de escolares frequentando o 9º ano do ensino fundamental em escolas que informaram oferecer atividades esportivas para os alunos, fora do horário de aula regular, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 8
3703	Percentual de escolares frequentando o 9º ano do ensino fundamental em escolas que informaram oferecer atividades esportivas para os alunos, fora do horário de aula regular, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 8
3704	Percentual de pessoas de 10 a 17 anos de idade, ocupadas na semana de referência, distribuído pela seção de atividade do trabalho principal (%) - casas decimais:  padrão = 1, máximo = 8
3705	Percentual de pessoas de 10 a 17 anos de idade, ocupadas na semana de referência, distribuído pela posição na ocupação e categoria do emprego no trabalho principal (%) - casas decimais:  padrão = 1, máximo = 8
3706	Pessoas de 14 a 17 anos de idade, ocupadas na semana de referência (Pessoas) - casas decimais:  padrão = 0, máximo = 8
3707	Taxa de analfabetismo das pessoas de 14 a 17 anos de idade, ocupadas na semana de referência (%) - casas decimais:  padrão = 1, máximo = 8
3708	Percentual de pessoas que não frequentavam escola na população de 14 a 17 anos de idade, ocupadas na semana de referência (%) - casas decimais:  padrão = 1, máximo = 8
3709	Percentual de pessoas de 14 a 17 anos de idade, ocupadas na semana de referência, distribuído pela seção de atividade do trabalho principal (%) - casas decimais:  padrão = 1, máximo = 8
3710	Percentual de pessoas de 14 a 17 anos de idade, ocupadas na semana de referência, distribuído pela posição na ocupação e categoria do emprego no trabalho principal (%) - casas decimais:  padrão = 1, máximo = 8
3711	Escolares frequentando o 9º ano do ensino fundamental em que, a localidade onde a escola está situada foi considerada, nos últimos 12 meses, área de risco em termos de violência (roubos, furtos, assaltos, consumo de drogas, homicídios etc) (Pessoas) - casas decimais:  padrão = 0, máximo = 8
3712	Escolares frequentando o 9º ano do ensino fundamental em que, a localidade onde a escola está situada foi considerada, nos últimos 12 meses, área de risco em termos de violência (roubos, furtos, assaltos, consumo de drogas, homicídios etc), considerando um intervalo de confiança de 95% - limite inferior (Pessoas) - casas decimais:  padrão = 0, máximo = 8
3713	Escolares frequentando o 9º ano do ensino fundamental em que, a localidade onde a escola está situada foi considerada, nos últimos 12 meses, área de risco em termos de violência (roubos, furtos, assaltos, consumo de drogas, homicídios etc), considerando um intervalo de confiança de 95% - limite superior (Pessoas) - casas decimais:  padrão = 0, máximo = 8
3714	Percentual de escolares frequentando o 9º ano do ensino fundamental em que, a localidade onde a escola está situada foi considerada, nos últimos 12 meses, área de risco em termos de violência (roubos, furtos, assaltos, consumo de drogas, homicídios etc) (%) - casas decimais:  padrão = 1, máximo = 8
3715	Percentual de escolares frequentando o 9º ano do ensino fundamental em que, a localidade onde a escola está situada foi considerada, nos últimos 12 meses, área de risco em termos de violência (roubos, furtos, assaltos, consumo de drogas, homicídios etc), considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 8
3716	Percentual de escolares frequentando o 9º ano do ensino fundamental em que, a localidade onde a escola está situada foi considerada, nos últimos 12 meses, área de risco em termos de violência (roubos, furtos, assaltos, consumo de drogas, homicídios etc), considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 8
3719	Escolares frequentando o 9º ano do ensino fundamental, em escolas que informaram ter conhecimento de consumo de cigarro por professores nas suas dependências (Pessoas) - casas decimais:  padrão = 0, máximo = 8
3720	Escolares frequentando o 9º ano do ensino fundamental, em escolas que informaram ter conhecimento de consumo de cigarro por professores nas suas dependências, considerando um intervalo de confiança de 95% - limite inferior (Pessoas) - casas decimais:  padrão = 0, máximo = 8
3721	Escolares frequentando o 9º ano do ensino fundamental, em escolas que informaram ter conhecimento de consumo de cigarro por professores nas suas dependências, considerando um intervalo de confiança de 95% - limite superior (Pessoas) - casas decimais:  padrão = 0, máximo = 8
3722	Percentual de escolares frequentando o 9º ano do ensino fundamental, em escolas que informaram ter conhecimento de consumo de cigarro por professores nas suas dependências (%) - casas decimais:  padrão = 1, máximo = 8
3723	Percentual de escolares frequentando o 9º ano do ensino fundamental, em escolas que informaram ter conhecimento de consumo de cigarro por professores nas suas dependências, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 8
3724	Percentual de escolares frequentando o 9º ano do ensino fundamental, em escolas que informaram ter conhecimento de consumo de cigarro por professores nas suas dependências, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 8
3725	Escolares frequentando o 9º ano do ensino fundamental em escolas que informaram ter conhecimento de consumo de cigarro pelos escolares nas suas dependências (Pessoas) - casas decimais:  padrão = 0, máximo = 8
3726	Escolares frequentando o 9º ano do ensino fundamental em escolas que informaram ter conhecimento de consumo de cigarro pelos escolares nas suas dependências, considerando um intervalo de confiança de 95% - limite inferior (Pessoas) - casas decimais:  padrão = 0, máximo = 8
3727	Escolares frequentando o 9º ano do ensino fundamental em escolas que informaram ter conhecimento de consumo de cigarro pelos escolares nas suas dependências, considerando um intervalo de confiança de 95% - limite superior (Pessoas) - casas decimais:  padrão = 0, máximo = 8
3728	Percentual de escolares frequentando o 9º ano do ensino fundamental em escolas que informaram ter conhecimento de consumo de cigarro pelos escolares nas suas dependências (%) - casas decimais:  padrão = 1, máximo = 8
